sentence,label
"The snowflakes fell gently, blanketing the world in white.",not-shopping
Don't forget to buy more coffee.,shopping
"A fox darted across the road, its bushy tail bobbing up and down.",not-shopping
Can you grab some almond milk for me?,shopping
And some new notebooks for my journal.,shopping
Can you pick up some more granola bars?,shopping
"The sun set slowly in the sky, a fiery ball of orange and red.",not-shopping
Can you grab some more hummus?,shopping
Don't forget to buy more almond butter.,shopping
Can you pick up some more eggs?,shopping
"The breeze rustled the leaves of the trees, a gentle melody.",not-shopping
"A rabbit hopped across the lawn, its little heart beating fast.",not-shopping
Can you grab some more avocados?,shopping
And some new makeup.,shopping
"The moon hung low in the sky, a silver crescent.",not-shopping
Do we need almond milk or regular milk?,shopping
I'm thinking of making chicken for dinner. Do we have any chicken breasts in the freezer?,shopping
"The snowflakes fell gently, blanketing the landscape in a soft white layer.",not-shopping
How about hummus? Do we need more hummus?,shopping
We need more avocados. Can you add that to the list?,shopping
"The sun was setting over the horizon, casting a warm glow over everything.",not-shopping
What about tortillas? Do we have enough?,shopping
The smell of freshly cut grass filled the air.,not-shopping
We need more almond butter. Can you add that to the list?,shopping
Do we have enough pasta for the week?,shopping
We need to get more almond milk. Can you add that to the list?,shopping
Do we have enough eggs?,shopping
The mountains stood tall and majestic in the distance.,not-shopping
We need more granola. Can you add that to the list?,shopping
The sun was shining brightly in the sky.,not-shopping
Do we have enough bananas?,shopping
The sound of the wind chimes hung outside the window.,not-shopping
We need more quinoa. Can you add that to the list?,shopping
The smell of freshly baked cookies filled the house.,not-shopping
Do we have enough spinach for the week?,shopping
We should get some apples and carrots for healthy snacks.,shopping
"The sun dipped below the horizon, painting the sky with vibrant hues of orange, pink, and purple.",not-shopping
How about some cheese and crackers for a quick snack?,shopping
"The sound of children's laughter echoed through the park, mingling with the chirping of birds.",not-shopping
Can we grab some bread crumbs for the homemade pizza tonight?,shopping
"The snowflakes danced and twirled in the air, like a million tiny ballerinas performing a graceful ballet.",not-shopping
We'll need aluminum foil for cooking and freezing meals.,shopping
"The cat purred contentedly on my lap, its warmth and comfort a balm for my weary soul.",not-shopping
What about some fresh basil for the pasta sauce?,shopping
"The breeze rustled the leaves of the trees, creating a symphony of whispers that seemed to carry secrets from another world.",not-shopping
Let's grab some coconut oil for cooking and skin care.,shopping
"The rain pattered against the windowpane, a soothing melody that seemed to wash away the worries of the world.",not-shopping
"The mountains loomed in the distance, their peaks shrouded in mist, like ancient sentinels guarding a mystical realm.",not-shopping
We'll need some paper towels and toilet paper.,shopping
"The river flowed gently, its tranquil waters reflecting the beauty of nature like a mirror.",not-shopping
Can we pick up some eggs and hummus for breakfast?,shopping
"The stars twinkled in the night sky, like diamonds scattered across a velvet canvas.",not-shopping
We should get some vitamins and supplements for the month.,shopping
"The waves crashed against the shore, their salty spray mingling with the cries of seagulls in a primordial song.",not-shopping
Do we have enough storage bags for the freezer?,shopping
"The forest was alive with the sounds of creatures, their calls and chirps intertwining in a vibrant tapestry of life.",not-shopping
How about some dark chocolate for a sweet treat?,shopping
"The sun's rays peeked through the blinds, casting a warm glow that seemed to bring hope and renewal.",not-shopping
Let's grab some granola for breakfast on-the-go.,shopping
"We need to pick up some eggs, milk, and bread for breakfast.",shopping
Let's add cheese and fruit to our grocery list.,shopping
"The city came alive at night, a symphony of lights and sounds.",not-shopping
We should get some pasta and sauce for dinner.,shopping
Don't forget to add toilet paper to the shopping list.,shopping
The lake's glassy surface reflected the trees and sky above.,not-shopping
We need more coffee and tea for the office.,shopping
We should get some flowers for the living room.,shopping
The forest was alive with the songs of birds and rustling leaves.,not-shopping
We need to pick up some vitamins and supplements.,shopping
"The city bustled with people, each with their own story.",not-shopping
How about some hummus and pita chips for a snack?,shopping
"The wind howled through the canyon, a haunting melody.",not-shopping
We should get some pet food for the cat.,shopping
"The stars twinkled in the sky, a celestial show.",not-shopping
We need more laundry detergent and softener.,shopping
"The waves gently lapped against the shore, creating a soothing melody.",not-shopping
Can we grab some almond milk and avocados?,shopping
"The snow-capped mountains stood tall and proud, a testament to nature's majesty.",not-shopping
Let's check out the sales on workout gear.,shopping
We're out of olive oil; let's grab a new bottle.,shopping
"The river flowed gently, its tranquil waters reflecting the beauty of the surrounding landscape.",not-shopping
Have you seen the new collection of kitchen utensils?,shopping
"The stars twinkled in the night sky, like diamonds scattered across the heavens.",not-shopping
"Pick up some carrots, beets, and cucumbers for a fresh salad.",shopping
"The breeze carried the sweet fragrance of blooming flowers, filling the air with delight.",not-shopping
Do we need more coffee filters and ground coffee?,shopping
"The sound of chirping birds filled the air, a symphony of melodies.",not-shopping
Should we grab a few bottles of sparkling water?,shopping
"The mountains rose majestically, their peaks hidden in the clouds.",not-shopping
Let's not forget the hummus and pita chips.,shopping
"The ocean waves crashed against the shore, their salty spray invigorating.",not-shopping
"The forest was alive with the sounds of wildlife, a testament to nature's diversity.",not-shopping
Can we grab some fresh herbs like basil and cilantro?,shopping
"The sun's rays broke through the clouds, casting a warm glow over the landscape.",not-shopping
Do we need more aluminum foil and plastic wrap?,shopping
"The breeze carried the scent of freshly cut grass, reminiscent of summer days.",not-shopping
Let's check out the shoe section for some new sneakers.,shopping
Let's not forget about the candy aisle for movie nights.,shopping
We should check out the home decor section for some new throw pillows.,shopping
Do we need any more paper products like toilet paper and paper towels?,shopping
I think it's time to replace our old coffee mugs.,shopping
Have we checked the clearance section for any good deals?,shopping
"The air was alive with the sounds of the night, a chorus of insects and animals.",not-shopping
"The moon cast eerie shadows on the ground, creating an otherworldly atmosphere.",not-shopping
